county;population;pct_male;pct_female;median_age;over65_pct;onerace_white;onerace_black;onerace_native;onerace_asian;onerace_pacificislands;onerace_other;hispanic_pct;non_hisp_white;non_hisp_black;`voting_pop;;;
Santa Fe County, New Mexico;148651;48.8;51.2;46.0;22.2;84.8;0.8;3.5;1.3;0.0;6.7;51.0;42.8;0.8;111486;;;
Santa Rosa County, Florida;170497;50.9;49.1;40.3;15.1;86.0;6.3;0.9;2.0;0.3;0.5;5.4;82.6;6.1;129364;;;
Sarasota County, Florida;412569;47.9;52.1;55.5;35.3;91.0;4.3;0.2;1.6;0.0;1.0;8.9;83.2;4.2;328254;;;
Saratoga County, New York;227053;50.0;50.0;42.0;16.6;93.2;1.2;0.2;3.0;0.0;0.4;3.1;90.7;1.1;176188;;;
Sarpy County, Nebraska;179023;50.1;49.9;34.7;11.1;88.8;3.7;0.3;2.7;0.1;1.2;9.0;81.4;3.5;123984;;;
Schenectady County, New York;154553;48.1;51.9;40.1;16.4;77.3;9.4;0.2;4.4;0.1;4.6;6.9;72.5;9.1;115740;;;
Schuylkill County, Pennsylvania;143573;51.2;48.8;44.4;19.9;93.3;3.0;0.2;0.6;0.0;1.6;4.0;91.4;2.8;114204;;;
Scioto County, Ohio;76088;48.6;51.4;39.7;17.1;N;N;N;N;N;N;2.6;93.4;2.3;59048;;;
Scott County, Iowa;172474;49.2;50.8;37.9;15.3;85.6;8.6;0.3;2.6;0.0;1.3;6.6;79.7;8.6;127030;;;
Scott County, Minnesota;143680;49.7;50.3;36.7;9.6;83.3;3.3;0.5;5.6;0.0;3.6;5.0;81.7;3.2;99824;;;
Sebastian County, Arkansas;127793;48.5;51.5;37.8;15.3;72.9;6.8;1.5;4.3;0.1;10.9;13.9;70.2;6.8;89576;;;
Sedgwick County, Kansas;511995;49.4;50.6;35.1;13.5;78.2;8.3;0.9;4.1;0.0;3.7;14.4;68.4;8.1;354845;;;
Seminole County, Florida;455479;48.2;51.8;39.2;15.2;77.8;11.3;0.1;4.2;0.1;3.0;20.4;62.0;10.2;339845;;;
Sevier County, Tennessee;96673;50.2;49.8;41.3;18.5;95.1;0.6;0.4;0.5;0.0;0.6;5.6;N;N;73075;;;
Shasta County, California;179631;49.3;50.7;42.1;20.3;88.1;1.0;1.6;3.3;0.0;0.8;9.8;80.2;0.9;136603;;;
Shawnee County, Kansas;178146;48.5;51.5;38.4;17.1;80.5;8.4;1.0;1.3;0.1;5.2;12.0;74.2;8.2;131945;;;
Sheboygan County, Wisconsin;115427;50.4;49.6;41.5;17.4;90.1;2.2;0.3;5.5;0.0;0.2;6.3;84.7;2.0;86750;;;
Shelby County, Alabama;210622;48.4;51.6;38.9;14.1;80.0;11.4;0.1;2.2;0.1;4.1;5.7;78.2;11.4;154631;;;
Shelby County, Tennessee;934603;47.7;52.3;35.5;12.6;38.6;53.4;0.3;2.4;0.0;3.3;6.1;36.0;53.3;667045;;;
Sherburne County, Minnesota;93528;50.9;49.1;35.8;10.5;92.7;2.6;0.3;0.8;0.0;1.3;2.5;91.5;2.6;66428;;;
Shiawassee County, Michigan;68554;49.4;50.6;41.8;17.2;96.8;0.6;0.2;0.3;0.0;0.2;2.8;94.3;0.6;53566;;;
Skagit County, Washington;123681;49.8;50.2;42.0;19.5;82.5;0.6;1.9;2.1;0.3;8.9;18.0;74.9;0.6;88909;;;
Smith County, Texas;225290;48.1;51.9;36.5;15.9;75.8;17.3;0.5;1.7;0.1;2.9;19.2;60.1;17.2;157719;;;
Snohomish County, Washington;787620;50.1;49.9;38.0;12.9;75.9;3.1;1.0;10.2;0.5;3.4;9.9;70.6;3.0;557988;;;
Solano County, California;440207;49.8;50.2;37.9;14.7;49.8;14.6;0.4;15.1;0.8;10.5;26.2;38.2;13.9;305617;;;
Somerset County, New Jersey;333751;48.7;51.3;41.5;14.9;67.2;9.7;0.5;17.2;0.0;3.1;14.6;56.7;9.4;227544;;;
Somerset County, Pennsylvania;75061;51.6;48.4;45.7;21.2;95.5;2.7;0.1;0.5;0.0;0.2;1.4;N;N;61071;;;
Sonoma County, California;503070;48.8;51.2;42.1;18.3;73.8;1.7;0.9;4.3;0.3;14.2;26.6;63.5;1.3;355430;;;
Spartanburg County, South Carolina;301463;48.7;51.3;38.1;15.7;73.4;20.3;0.1;2.2;0.0;1.6;6.6;68.7;20.2;221533;;;
Spokane County, Washington;499072;49.7;50.3;37.3;15.4;87.6;1.8;1.6;2.3;0.6;1.8;5.5;85.0;1.8;377516;;;
Spotsylvania County, Virginia;132010;49.5;50.5;39.0;13.2;71.8;16.4;0.1;2.3;0.0;5.8;9.3;68.9;16.1;94991;;;
St. Charles County, Missouri;390918;49.1;50.9;38.0;14.2;90.1;4.5;0.1;2.5;0.0;0.5;3.2;87.4;4.5;289420;;;
St. Clair County, Alabama;88019;50.2;49.8;40.3;16.4;N;N;N;N;N;N;2.4;N;N;66936;;;
St. Clair County, Illinois;262759;48.3;51.7;38.7;14.7;64.2;29.6;0.3;1.7;0.0;1.5;4.0;62.1;29.5;196191;;;
St. Clair County, Michigan;159587;49.7;50.3;43.6;17.6;93.3;2.4;0.2;0.8;0.0;0.8;3.3;91.2;2.4;123843;;;
St. Croix County, Wisconsin;88029;49.9;50.1;38.3;13.2;96.3;0.8;0.3;0.9;0.0;0.2;2.3;94.2;0.8;64855;;;
St. Francois County, Missouri;66627;54.4;45.6;39.7;16.1;N;N;N;N;N;N;0.7;N;N;52568;;;
St. Johns County, Florida;235087;49.0;51.0;43.0;18.8;88.6;5.2;0.4;2.7;0.3;0.8;6.6;83.4;5.1;177304;;;
St. Joseph County, Indiana;269141;48.7;51.3;36.5;14.8;77.7;13.2;0.7;2.4;0.1;3.4;8.6;73.1;13.0;195487;;;
St. Landry Parish, Louisiana;83883;47.7;52.3;36.5;15.4;N;N;N;N;N;N;0.5;N;N;61019;;;
St. Lawrence County, New York;110038;50.4;49.6;38.8;16.5;93.5;2.7;0.4;1.4;0.0;0.4;2.8;92.0;2.2;85221;;;
St. Louis city, Missouri;311404;48.5;51.5;35.3;11.8;46.5;46.8;0.2;3.3;0.0;1.1;4.0;43.5;46.7;240055;;;
St. Louis County, Minnesota;199980;50.1;49.9;41.6;18.0;92.1;1.7;2.4;1.1;0.0;0.5;1.6;91.3;1.7;160183;;;
St. Louis County, Missouri;998581;47.5;52.5;40.3;17.3;68.5;23.9;0.2;4.0;0.0;0.9;2.8;66.4;23.9;747020;;;
St. Lucie County, Florida;306507;48.5;51.5;45.2;23.6;74.3;19.6;0.4;2.0;0.0;1.8;18.3;58.5;19.3;221761;;;
St. Mary's County, Maryland;112587;49.1;50.9;35.9;12.4;N;N;N;N;N;N;5.0;74.9;14.7;82137;;;
St. Tammany Parish, Louisiana;253602;48.6;51.4;39.7;15.9;82.9;11.0;0.7;1.5;0.1;1.4;5.5;78.9;11.0;188593;;;
Stafford County, Virginia;144361;50.4;49.6;35.9;9.9;66.6;17.8;0.5;4.1;0.1;6.0;12.3;62.4;16.6;100858;;;
Stanislaus County, California;541560;49.2;50.8;34.0;12.8;73.1;3.2;0.6;5.7;0.6;12.7;45.6;42.6;2.8;334179;;;
Stark County, Ohio;373612;48.5;51.5;41.6;18.6;87.7;7.3;0.1;1.0;0.0;0.7;2.0;86.6;7.3;289510;;;
Stearns County, Minnesota;155652;50.6;49.4;34.4;14.0;88.7;5.6;0.1;2.4;0.0;1.6;3.2;87.1;5.5;115464;;;
Steuben County, New York;96940;49.7;50.3;42.3;18.2;94.4;1.9;0.1;1.3;0.0;0.5;1.7;93.5;1.6;74365;;;
Story County, Iowa;97090;51.2;48.8;26.9;11.5;86.7;1.5;0.2;8.7;0.0;0.4;3.3;83.9;1.4;73774;;;
Strafford County, New Hampshire;127428;49.0;51.0;36.9;14.2;93.3;0.9;0.0;3.2;0.0;0.1;2.3;91.3;0.9;99899;;;
Suffolk city, Virginia;89273;48.9;51.1;38.2;13.7;51.4;41.8;0.2;1.9;0.1;0.7;4.1;49.7;40.7;66046;;;
Suffolk County, Massachusetts;784230;48.5;51.5;32.7;11.3;55.1;22.8;0.3;8.8;0.0;5.4;22.5;45.6;20.0;528538;;;
Suffolk County, New York;1492583;49.2;50.8;41.2;16.1;80.1;7.4;0.2;3.9;0.1;6.2;19.0;68.0;7.2;1070178;;;
Sullivan County, New York;74801;51.4;48.6;43.8;18.2;80.9;7.6;0.1;1.6;0.0;5.8;15.7;71.3;7.1;55957;;;
Sullivan County, Tennessee;156667;48.4;51.6;45.0;21.0;94.4;1.9;0.1;0.4;0.3;0.7;1.8;93.6;1.8;124881;;;
Summit County, Ohio;540300;48.5;51.5;41.1;17.1;79.1;14.4;0.1;3.2;0.0;0.3;2.0;77.5;14.3;410914;;;
Sumner County, Tennessee;180063;48.8;51.2;40.1;15.3;89.1;7.3;0.2;1.3;0.0;0.2;4.6;85.0;7.3;133379;;;
Sumter County, Florida;123996;49.6;50.4;67.3;56.3;89.2;6.7;0.0;0.5;0.2;1.0;5.5;85.3;6.6;113388;;;
Sumter County, South Carolina;107396;48.8;51.2;36.1;15.6;47.8;48.0;0.1;1.5;0.1;0.4;3.8;45.5;47.8;79907;;;
Surry County, North Carolina;72113;49.6;50.4;44.3;20.2;90.2;3.8;0.2;0.6;0.2;3.6;10.3;84.3;3.6;53979;;;
Sussex County, Delaware;220251;48.5;51.5;48.7;25.7;82.4;12.5;0.6;1.1;0.5;1.1;9.3;74.6;12.3;170567;;;
Sussex County, New Jersey;142522;49.9;50.1;44.7;15.8;92.9;2.0;0.0;2.3;0.0;1.2;7.8;86.8;2.0;110178;;;
Sutter County, California;96651;50.4;49.6;35.9;15.0;71.7;1.7;0.7;15.4;0.5;3.4;30.5;46.7;1.7;59570;;;
Talladega County, Alabama;80103;49.7;50.3;40.8;17.2;64.7;33.2;0.1;0.7;0.0;0.8;2.2;63.0;33.2;61810;;;
Tangipahoa Parish, Louisiana;130710;48.7;51.3;35.9;13.6;67.1;28.7;0.4;0.6;0.0;0.4;4.2;63.2;28.6;97553;;;
Tarrant County, Texas;2016872;48.9;51.1;34.3;10.8;67.8;15.9;0.5;5.4;0.1;7.0;28.4;47.7;15.5;1293167;;;
Taylor County, Texas;136535;49.2;50.8;32.8;14.3;77.5;7.8;0.8;2.4;0.0;8.5;24.0;63.9;7.5;98498;;;
Tazewell County, Illinois;134385;49.3;50.7;41.2;18.0;95.7;1.4;0.2;1.0;0.1;0.2;2.3;94.1;1.4;102981;;;
Terrebonne Parish, Louisiana;113220;49.4;50.6;35.5;13.4;70.6;20.2;5.6;0.5;0.0;1.3;5.2;66.9;20.0;81394;;;
Thurston County, Washington;275222;49.1;50.9;39.5;16.4;82.1;3.1;1.2;5.8;0.9;1.0;8.6;75.5;2.9;208217;;;
Tippecanoe County, Indiana;188059;51.2;48.8;28.2;10.7;81.3;5.1;0.1;8.2;0.1;3.2;8.2;76.3;5.1;133967;;;
Tolland County, Connecticut;151118;50.1;49.9;37.7;14.8;89.3;3.5;0.0;4.9;0.0;0.9;5.4;85.0;3.5;119826;;;
Tom Green County, Texas;118386;49.3;50.7;33.8;15.0;89.3;5.0;0.4;1.1;0.0;2.5;39.3;53.9;4.4;86849;;;
Tompkins County, New York;104871;49.3;50.7;30.6;12.8;79.5;4.5;0.3;10.1;0.0;1.6;5.0;76.8;4.2;80576;;;
Travis County, Texas;1199323;50.4;49.6;33.7;9.0;74.5;8.3;0.4;6.4;0.1;6.8;33.8;49.3;8.0;815648;;;
Troup County, Georgia;70005;48.9;51.1;36.4;14.1;59.6;36.1;0.1;2.0;0.0;0.2;3.6;57.0;36.0;49620;;;
Trumbull County, Ohio;201825;48.3;51.7;44.2;20.4;88.3;8.7;0.2;0.4;0.0;0.1;1.7;87.2;8.3;159439;;;
Tulare County, California;460437;49.7;50.3;30.8;10.9;73.9;1.3;1.4;4.5;0.2;15.8;64.1;28.7;1.1;250999;;;
Tulsa County, Oklahoma;642940;48.8;51.2;35.5;13.5;69.3;9.9;5.1;3.3;0.0;4.1;12.3;62.6;9.8;443981;;;
Tuscaloosa County, Alabama;206102;48.0;52.0;32.9;12.3;64.0;32.1;0.0;1.7;0.0;1.4;3.5;62.1;32.0;157829;;;
Tuscarawas County, Ohio;92420;49.0;51.0;39.3;18.5;N;N;N;N;N;N;2.6;N;N;70499;;;
Twin Falls County, Idaho;83514;48.6;51.4;34.7;15.0;92.4;0.8;1.3;1.7;0.1;2.6;15.9;79.9;0.8;55819;;;
Ulster County, New York;179225;49.9;50.1;44.1;18.5;84.8;6.1;0.1;2.2;0.0;2.9;10.1;79.5;5.1;141907;;;
Umatilla County, Oregon;76456;52.0;48.0;35.4;14.8;88.2;0.7;2.4;0.3;0.2;2.6;26.4;66.4;0.7;51288;;;
Union County, New Jersey;555630;48.8;51.2;38.5;13.6;54.8;20.7;0.4;5.0;0.0;16.2;31.3;39.0;19.8;345748;;;
Union County, North Carolina;226606;49.0;51.0;38.4;12.0;82.6;11.3;0.2;2.6;0.0;1.0;11.0;72.7;11.3;153421;;;
Utah County, Utah;592299;50.6;49.4;24.6;7.4;92.6;0.6;0.7;1.4;0.9;0.9;11.5;82.8;0.5;365084;;;
Valencia County, New Mexico;75626;50.7;49.3;38.3;16.6;80.1;1.0;3.7;0.4;0.0;11.1;60.3;33.3;1.0;53786;;;
Van Buren County, Michigan;75223;49.9;50.1;40.7;16.8;86.3;3.1;1.6;0.6;0.2;2.9;11.5;81.3;2.8;54866;;;
Vanderburgh County, Indiana;181721;48.7;51.3;37.7;15.9;85.4;8.7;0.2;1.1;0.7;1.0;2.6;83.9;8.6;139874;;;
Ventura County, California;849738;49.4;50.6;37.7;14.6;80.2;1.8;0.7;7.2;0.2;5.4;42.5;45.7;1.7;555009;;;
Vermilion County, Illinois;78111;50.0;50.0;40.5;18.4;81.6;13.8;0.0;1.1;0.0;1.6;5.0;78.5;13.6;58762;;;
Victoria County, Texas;92467;48.7;51.3;36.1;15.7;87.4;6.7;0.4;1.5;0.2;2.9;46.3;45.2;6.1;64342;;;
Vigo County, Indiana;107931;50.6;49.4;35.7;15.7;87.1;6.3;0.4;1.9;0.0;0.6;2.6;85.7;6.3;83223;;;
Virginia Beach city, Virginia;452602;49.1;50.9;35.8;13.2;67.0;18.3;0.2;6.7;0.0;2.0;8.1;61.9;18.0;334999;;;
Volusia County, Florida;529364;48.9;51.1;46.8;24.0;83.4;10.5;0.5;1.8;0.0;1.4;13.0;72.7;9.8;419748;;;
Wagoner County, Oklahoma;77679;49.0;51.0;39.1;15.3;75.4;3.5;8.9;1.2;0.1;1.2;5.9;71.9;3.4;56867;;;
Wake County, North Carolina;1046791;48.6;51.4;36.0;10.7;65.7;20.4;0.4;6.6;0.0;3.9;10.0;60.3;20.0;723400;;;
Walker County, Alabama;64967;49.4;50.6;41.8;19.2;N;N;N;N;N;N;2.5;N;N;49898;;;
Walker County, Georgia;67896;50.5;49.5;41.4;17.5;N;N;N;N;N;N;2.1;91.2;3.3;51134;;;
Walker County, Texas;71484;58.9;41.1;34.1;11.3;N;N;N;N;N;N;18.0;N;N;56359;;;
Walton County, Georgia;90184;49.3;50.7;38.3;14.9;77.4;18.1;0.0;1.5;0.1;2.2;4.2;75.5;18.1;65760;;;
Walworth County, Wisconsin;102959;49.9;50.1;39.9;16.2;93.6;1.0;0.1;1.0;0.0;2.2;11.2;85.3;1.0;77296;;;
Ward County, North Dakota;70210;53.0;47.0;30.7;11.9;86.6;2.2;4.3;1.2;0.0;2.4;6.1;83.3;2.2;52352;;;
Warren County, Kentucky;125532;49.3;50.7;33.1;12.4;82.1;9.4;0.5;3.8;0.0;2.1;5.2;79.1;9.4;92088;;;
Warren County, New Jersey;106617;49.5;50.5;44.1;16.7;89.1;4.7;0.1;2.6;0.0;1.9;8.8;82.3;4.6;80326;;;
Warren County, New York;64567;49.3;50.7;47.1;21.1;96.2;1.1;0.1;0.9;0.1;0.2;2.4;94.1;1.1;52040;;;
Warren County, Ohio;227063;50.4;49.6;39.0;13.7;88.5;3.8;0.0;5.6;0.0;0.8;2.7;86.7;3.6;166197;;;
Washington County, Arkansas;228049;49.6;50.4;31.5;11.6;76.5;3.8;1.0;2.4;2.2;11.2;16.4;71.9;3.7;154552;;;
Washington County, Maryland;150292;50.7;49.3;40.5;16.3;83.9;10.7;0.2;1.3;0.2;0.2;4.7;79.8;10.6;114009;;;
Washington County, Minnesota;253117;49.6;50.4;39.1;14.0;85.7;4.5;0.4;5.0;0.0;1.2;4.0;83.3;4.4;183686;;;
Washington County, Oregon;582779;49.2;50.8;36.6;12.6;75.3;1.9;0.4;10.1;0.4;5.8;16.5;66.6;1.8;394838;;;
Washington County, Pennsylvania;207981;48.9;51.1;44.6;19.4;93.5;3.0;0.1;1.0;0.0;0.6;1.7;92.4;3.0;165178;;;
Washington County, Rhode Island;126288;47.9;52.1;45.1;19.5;93.0;1.8;0.2;2.7;0.3;1.0;3.1;90.9;1.7;102611;;;
Washington County, Tennessee;127440;49.4;50.6;39.9;17.8;91.5;4.3;0.6;1.6;0.1;0.2;3.3;89.0;4.2;99565;;;
Washington County, Utah;160245;49.9;50.1;35.9;20.4;89.4;0.4;1.3;0.9;1.0;4.5;10.1;84.8;0.3;112821;;;
Washington County, Wisconsin;134296;49.3;50.7;42.9;16.9;94.9;1.0;0.2;1.5;0.1;1.0;3.1;92.9;1.0;103199;;;
Washoe County, Nevada;453616;50.4;49.6;38.2;15.7;78.3;2.3;1.5;5.6;0.5;7.3;24.2;63.4;2.2;319931;;;
Washtenaw County, Michigan;364709;49.4;50.6;33.5;12.9;73.8;11.9;0.5;8.6;0.0;0.6;4.6;70.5;11.8;271657;;;
Waukesha County, Wisconsin;398424;49.0;51.0;43.2;17.6;92.3;1.6;0.4;3.5;0.0;0.9;4.7;88.9;1.5;304573;;;
Wayne County, Indiana;66568;48.0;52.0;40.4;18.9;89.6;4.7;0.0;1.1;0.0;1.7;2.8;88.6;4.6;51315;;;
Wayne County, Michigan;1749366;48.1;51.9;37.8;14.4;52.8;38.9;0.3;3.1;0.0;2.1;5.8;49.6;38.6;1267998;;;
Wayne County, New York;90798;49.0;51.0;43.6;17.8;93.1;2.7;0.1;0.9;0.0;1.2;4.3;90.0;2.7;69990;;;
Wayne County, North Carolina;124150;48.8;51.2;37.3;15.0;64.2;29.8;0.3;1.2;0.1;0.9;11.5;53.8;29.8;86549;;;
Wayne County, Ohio;116470;50.0;50.0;38.7;16.8;94.1;1.7;0.0;1.1;0.0;1.5;1.9;93.7;1.7;87039;;;
Webb County, Texas;271193;48.5;51.5;28.1;9.1;95.4;0.4;0.1;0.3;0.0;3.0;95.5;N;N;126813;;;
Weber County, Utah;247560;50.4;49.6;32.4;11.3;90.3;1.0;0.7;1.2;0.1;3.7;18.0;76.5;0.9;165691;;;
Weld County, Colorado;294932;50.4;49.6;34.3;11.7;92.2;1.2;0.3;1.5;0.0;2.4;29.1;66.2;1.1;198854;;;
Westchester County, New York;974542;48.4;51.6;40.7;16.2;64.5;14.8;0.3;5.9;0.0;11.1;24.4;53.8;13.7;645413;;;
Westmoreland County, Pennsylvania;355458;48.8;51.2;46.7;21.8;94.7;2.7;0.0;1.0;0.0;0.2;1.1;94.0;2.6;287378;;;
Whatcom County, Washington;216800;49.5;50.5;37.0;16.4;82.3;1.2;2.8;4.3;0.2;5.1;9.2;79.4;1.2;162210;;;
White County, Arkansas;79263;48.1;51.9;35.8;15.6;N;N;N;N;N;N;4.2;N;N;58790;;;
Whitfield County, Georgia;104589;49.9;50.1;35.1;13.4;86.1;4.5;1.9;1.2;0.0;5.1;34.4;59.1;4.2;63338;;;
Wichita County, Texas;131838;51.6;48.4;34.0;14.3;78.9;9.6;1.1;2.8;0.1;2.9;18.9;65.7;9.2;97497;;;
Wicomico County, Maryland;102577;47.8;52.2;35.8;15.0;67.3;25.4;0.0;3.4;0.1;0.9;5.1;63.3;25.1;74625;;;
Wilkes County, North Carolina;68740;49.3;50.7;44.2;20.1;90.3;2.9;0.0;1.8;0.2;2.8;6.2;87.6;2.4;52239;;;
Will County, Illinois;689529;49.6;50.4;37.9;12.1;73.3;11.1;0.3;5.6;0.1;6.9;17.0;64.1;10.9;476998;;;
Williamson County, Illinois;67560;51.1;48.9;41.3;18.2;N;N;N;N;N;N;2.6;89.9;4.6;52308;;;
Williamson County, Tennessee;219107;48.9;51.1;39.0;12.1;88.8;4.1;0.1;4.1;0.2;0.5;4.6;84.9;4.0;149547;;;
Williamson County, Texas;528718;49.2;50.8;36.2;11.9;79.8;6.0;0.3;6.7;0.0;2.8;24.1;60.3;5.9;362262;;;
Wilson County, North Carolina;81661;47.6;52.4;40.3;17.0;50.8;39.8;0.7;0.3;0.0;6.0;10.0;N;N;59055;;;
Wilson County, Tennessee;132781;49.0;51.0;41.1;15.3;88.8;7.3;0.4;1.8;0.0;0.5;4.0;85.7;7.2;99361;;;
Windham County, Connecticut;116192;49.3;50.7;40.8;15.5;88.8;3.1;0.5;1.6;0.0;1.9;11.5;83.0;1.9;90477;;;
Winnebago County, Illinois;285873;48.9;51.1;39.8;16.6;79.2;12.6;0.1;2.5;0.0;1.9;12.5;69.7;12.1;208387;;;
Winnebago County, Wisconsin;169886;50.7;49.3;38.6;15.6;92.3;2.2;0.6;2.7;0.0;0.7;4.0;89.1;2.2;132376;;;
Wood County, Ohio;130219;50.1;49.9;34.8;14.8;91.5;3.0;0.4;1.5;0.2;1.4;5.5;88.5;2.9;102079;;;
Wood County, West Virginia;85643;47.8;52.2;43.0;19.4;N;N;N;N;N;N;1.1;95.3;2.0;67162;;;
Wood County, Wisconsin;73107;48.6;51.4;44.1;19.4;95.1;1.2;0.5;2.0;0.0;0.0;2.9;92.7;1.2;56814;;;
Woodbury County, Iowa;102779;49.9;50.1;35.1;14.8;84.9;3.6;0.7;3.1;0.7;3.0;16.0;74.1;2.7;72487;;;
Worcester County, Massachusetts;819589;49.4;50.6;40.1;14.9;83.3;4.9;0.2;4.9;0.0;4.1;11.0;77.4;4.4;605112;;;
Wright County, Minnesota;132550;50.5;49.5;36.6;12.1;94.4;1.5;0.4;1.5;0.0;0.8;2.8;92.8;1.5;94032;;;
Wyandotte County, Kansas;163831;49.5;50.5;33.9;11.5;58.9;22.8;0.8;3.7;0.0;9.4;28.3;41.1;22.2;97577;;;
Yakima County, Washington;249636;50.0;50.0;32.8;13.5;77.9;1.4;4.3;1.0;0.0;12.1;48.8;43.8;0.6;145562;;;
Yamhill County, Oregon;105035;50.6;49.4;38.2;16.3;87.6;0.6;1.7;1.7;0.3;3.2;15.7;77.1;0.6;76145;;;
Yavapai County, Arizona;225562;49.2;50.8;53.1;29.9;93.1;0.5;1.5;1.0;0.1;1.8;14.4;80.8;0.5;183515;;;
Yellowstone County, Montana;158437;49.8;50.2;38.9;16.2;91.1;0.5;3.9;0.6;0.0;0.5;5.5;86.7;0.5;120412;;;
Yolo County, California;215802;48.7;51.3;30.9;12.0;70.4;2.5;0.9;14.0;0.4;5.4;31.5;47.1;2.5;144208;;;
York County, Maine;202343;48.6;51.4;44.9;19.0;95.8;1.2;0.0;2.1;0.0;0.1;1.6;94.4;1.1;160021;;;
York County, Pennsylvania;443744;49.3;50.7;41.2;16.7;88.3;5.8;0.2;1.6;0.1;1.8;7.2;83.9;5.2;336501;;;
York County, South Carolina;258526;48.1;51.9;38.7;13.8;74.0;18.7;0.8;1.9;0.0;2.2;5.3;70.4;18.7;187699;;;
York County, Virginia;67976;47.6;52.4;39.5;15.1;74.9;12.8;0.4;6.2;0.9;0.8;6.1;71.2;12.8;49275;;;
Yuba County, California;75275;50.4;49.6;32.4;10.8;74.4;3.1;1.4;4.9;1.8;5.3;27.8;55.8;3.1;50450;;;
Yuma County, Arizona;205631;51.6;48.4;34.8;18.5;54.8;1.8;1.4;1.3;0.1;38.0;62.8;31.8;1.5;125711;;;