"student","occas","gpa","job","sex","high_school_gpa","admitted_to_university_of_their_choice","year","semester"
"151","year 1 semester 1",2.4,"2 hours","female",2.2,"no",1,0
"151","year 1 semester 2",2.5,"2 hours","female",2.2,"no",1,1
"151","year 2 semester 1",2.5,"2 hours","female",2.2,"no",2,2
"151","year 2 semester 2",2.9,"2 hours","female",2.2,"no",2,3
"151","year 3 semester 1",2.7,"2 hours","female",2.2,"no",3,4
"151","year 3 semester 2",2.9,"2 hours","female",2.2,"no",3,5
"152","year 1 semester 1",2.4,"2 hours","male",3.8,"yes",1,0
"152","year 1 semester 2",2.9,"2 hours","male",3.8,"yes",1,1
"152","year 2 semester 1",2.7,"3 hours","male",3.8,"yes",2,2
"152","year 2 semester 2",2.7,"3 hours","male",3.8,"yes",2,3
"152","year 3 semester 1",2.8,"2 hours","male",3.8,"yes",3,4
"152","year 3 semester 2",2.9,"2 hours","male",3.8,"yes",3,5
"153","year 1 semester 1",2.5,"2 hours","female",2.5,"no",1,0
"153","year 1 semester 2",3,"2 hours","female",2.5,"no",1,1
"153","year 2 semester 1",2.7,"2 hours","female",2.5,"no",2,2
"153","year 2 semester 2",2.8,"2 hours","female",2.5,"no",2,3
"153","year 3 semester 1",3,"2 hours","female",2.5,"no",3,4
"153","year 3 semester 2",3,"2 hours","female",2.5,"no",3,5
"154","year 1 semester 1",2.6,"2 hours","male",2.9,NA,1,0
"154","year 1 semester 2",2.7,"2 hours","male",2.9,NA,1,1
"154","year 2 semester 1",3.2,"2 hours","male",2.9,NA,2,2
"154","year 2 semester 2",3.3,"2 hours","male",2.9,NA,2,3
"154","year 3 semester 1",3.4,"2 hours","male",2.9,NA,3,4
"154","year 3 semester 2",3.5,"1 hour","male",2.9,NA,3,5
"155","year 1 semester 1",2.7,"2 hours","male",2.9,"no",1,0
"155","year 1 semester 2",3.1,"2 hours","male",2.9,"no",1,1
"155","year 2 semester 1",2.5,"2 hours","male",2.9,"no",2,2
"155","year 2 semester 2",2.7,"2 hours","male",2.9,"no",2,3
"155","year 3 semester 1",2.7,"3 hours","male",2.9,"no",3,4
"155","year 3 semester 2",2.9,"3 hours","male",2.9,"no",3,5
"156","year 1 semester 1",2.6,"2 hours","male",3.9,"no",1,0
"156","year 1 semester 2",2.7,"2 hours","male",3.9,"no",1,1
"156","year 2 semester 1",2.7,"2 hours","male",3.9,"no",2,2
"156","year 2 semester 2",3,"2 hours","male",3.9,"no",2,3
"156","year 3 semester 1",2.8,"2 hours","male",3.9,"no",3,4
"156","year 3 semester 2",2.8,"3 hours","male",3.9,"no",3,5
"157","year 1 semester 1",3.3,"2 hours","female",2.1,NA,1,0
"157","year 1 semester 2",3,"2 hours","female",2.1,NA,1,1
"157","year 2 semester 1",3.1,"2 hours","female",2.1,NA,2,2
"157","year 2 semester 2",3.3,"2 hours","female",2.1,NA,2,3
"157","year 3 semester 1",3.4,"2 hours","female",2.1,NA,3,4
"157","year 3 semester 2",3.4,"2 hours","female",2.1,NA,3,5
"158","year 1 semester 1",3,"2 hours","female",2.6,"no",1,0
"158","year 1 semester 2",2.8,"2 hours","female",2.6,"no",1,1
"158","year 2 semester 1",2.9,"2 hours","female",2.6,"no",2,2
"158","year 2 semester 2",2.7,"2 hours","female",2.6,"no",2,3
"158","year 3 semester 1",2.8,"2 hours","female",2.6,"no",3,4
"158","year 3 semester 2",2.8,"3 hours","female",2.6,"no",3,5
"159","year 1 semester 1",3,"2 hours","female",3.1,NA,1,0
"159","year 1 semester 2",3,"2 hours","female",3.1,NA,1,1
"159","year 2 semester 1",3.1,"2 hours","female",3.1,NA,2,2
"159","year 2 semester 2",3.4,"2 hours","female",3.1,NA,2,3
"159","year 3 semester 1",3.8,"2 hours","female",3.1,NA,3,4
"159","year 3 semester 2",4,"1 hour","female",3.1,NA,3,5
"160","year 1 semester 1",2.9,"2 hours","female",3.4,NA,1,0
"160","year 1 semester 2",2.7,"2 hours","female",3.4,NA,1,1
"160","year 2 semester 1",3.2,"2 hours","female",3.4,NA,2,2
"160","year 2 semester 2",3.4,"2 hours","female",3.4,NA,2,3
"160","year 3 semester 1",3.7,"2 hours","female",3.4,NA,3,4
"160","year 3 semester 2",3.8,"2 hours","female",3.4,NA,3,5
"161","year 1 semester 1",2.6,"2 hours","male",3.1,"yes",1,0
"161","year 1 semester 2",2.5,"2 hours","male",3.1,"yes",1,1
"161","year 2 semester 1",2.7,"3 hours","male",3.1,"yes",2,2
"161","year 2 semester 2",2.8,"2 hours","male",3.1,"yes",2,3
"161","year 3 semester 1",2.8,"3 hours","male",3.1,"yes",3,4
"161","year 3 semester 2",3.1,"2 hours","male",3.1,"yes",3,5
"162","year 1 semester 1",1.7,"3 hours","female",2.7,"no",1,0
"162","year 1 semester 2",2.5,"2 hours","female",2.7,"no",1,1
"162","year 2 semester 1",2.2,"2 hours","female",2.7,"no",2,2
"162","year 2 semester 2",2.7,"2 hours","female",2.7,"no",2,3
"162","year 3 semester 1",2.6,"3 hours","female",2.7,"no",3,4
"162","year 3 semester 2",2.5,"2 hours","female",2.7,"no",3,5
"163","year 1 semester 1",2.2,"3 hours","female",3,NA,1,0
"163","year 1 semester 2",2.5,"3 hours","female",3,NA,1,1
"163","year 2 semester 1",2.9,"2 hours","female",3,NA,2,2
"163","year 2 semester 2",2.9,"2 hours","female",3,NA,2,3
"163","year 3 semester 1",3.2,"1 hour","female",3,NA,3,4
"163","year 3 semester 2",3.2,"2 hours","female",3,NA,3,5
"164","year 1 semester 1",2.5,"3 hours","male",2.5,NA,1,0
"164","year 1 semester 2",2.4,"3 hours","male",2.5,NA,1,1
"164","year 2 semester 1",2.6,"2 hours","male",2.5,NA,2,2
"164","year 2 semester 2",2.8,"2 hours","male",2.5,NA,2,3
"164","year 3 semester 1",2.8,"2 hours","male",2.5,NA,3,4
"164","year 3 semester 2",3.3,"2 hours","male",2.5,NA,3,5
"165","year 1 semester 1",2.8,"2 hours","female",3.8,"no",1,0
"165","year 1 semester 2",2.7,"2 hours","female",3.8,"no",1,1
"165","year 2 semester 1",2.9,"3 hours","female",3.8,"no",2,2
"165","year 2 semester 2",2.9,"2 hours","female",3.8,"no",2,3
"165","year 3 semester 1",2.9,"2 hours","female",3.8,"no",3,4
"165","year 3 semester 2",2.9,"2 hours","female",3.8,"no",3,5
"166","year 1 semester 1",3,"2 hours","female",2.5,NA,1,0
"166","year 1 semester 2",2.5,"2 hours","female",2.5,NA,1,1
"166","year 2 semester 1",3.2,"2 hours","female",2.5,NA,2,2
"166","year 2 semester 2",3.2,"2 hours","female",2.5,NA,2,3
"166","year 3 semester 1",3.2,"2 hours","female",2.5,NA,3,4
"166","year 3 semester 2",3.4,"2 hours","female",2.5,NA,3,5
"167","year 1 semester 1",2.7,"2 hours","male",2.8,"yes",1,0
"167","year 1 semester 2",2.9,"3 hours","male",2.8,"yes",1,1
"167","year 2 semester 1",3.1,"1 hour","male",2.8,"yes",2,2
"167","year 2 semester 2",2.8,"3 hours","male",2.8,"yes",2,3
"167","year 3 semester 1",3.6,"1 hour","male",2.8,"yes",3,4
"167","year 3 semester 2",3.5,"2 hours","male",2.8,"yes",3,5
"168","year 1 semester 1",2.9,"2 hours","male",3.2,NA,1,0
"168","year 1 semester 2",2.9,"2 hours","male",3.2,NA,1,1
"168","year 2 semester 1",3,"2 hours","male",3.2,NA,2,2
"168","year 2 semester 2",3.3,"2 hours","male",3.2,NA,2,3
"168","year 3 semester 1",3.4,"2 hours","male",3.2,NA,3,4
"168","year 3 semester 2",3.5,"2 hours","male",3.2,NA,3,5
"169","year 1 semester 1",2.9,"2 hours","male",3.9,NA,1,0
"169","year 1 semester 2",2.7,"2 hours","male",3.9,NA,1,1
"169","year 2 semester 1",3,"2 hours","male",3.9,NA,2,2
"169","year 2 semester 2",3.2,"2 hours","male",3.9,NA,2,3
"169","year 3 semester 1",3.6,"2 hours","male",3.9,NA,3,4
"169","year 3 semester 2",3.6,"2 hours","male",3.9,NA,3,5
"170","year 1 semester 1",2.4,"2 hours","male",2,"yes",1,0
"170","year 1 semester 2",3.1,"2 hours","male",2,"yes",1,1
"170","year 2 semester 1",3.2,"1 hour","male",2,"yes",2,2
"170","year 2 semester 2",3.7,"2 hours","male",2,"yes",2,3
"170","year 3 semester 1",3.6,"2 hours","male",2,"yes",3,4
"170","year 3 semester 2",3.9,"2 hours","male",2,"yes",3,5
"171","year 1 semester 1",2.3,"2 hours","male",2.7,"no",1,0
"171","year 1 semester 2",2.4,"2 hours","male",2.7,"no",1,1
"171","year 2 semester 1",2.7,"2 hours","male",2.7,"no",2,2
"171","year 2 semester 2",2.7,"3 hours","male",2.7,"no",2,3
"171","year 3 semester 1",2.5,"2 hours","male",2.7,"no",3,4
"171","year 3 semester 2",2.6,"3 hours","male",2.7,"no",3,5
"172","year 1 semester 1",2.7,"2 hours","female",3.4,"yes",1,0
"172","year 1 semester 2",2.8,"3 hours","female",3.4,"yes",1,1
"172","year 2 semester 1",3,"2 hours","female",3.4,"yes",2,2
"172","year 2 semester 2",2.4,"2 hours","female",3.4,"yes",2,3
"172","year 3 semester 1",2.8,"2 hours","female",3.4,"yes",3,4
"172","year 3 semester 2",3.2,"2 hours","female",3.4,"yes",3,5
"173","year 1 semester 1",2.2,"2 hours","female",3.7,"yes",1,0
"173","year 1 semester 2",3.1,"2 hours","female",3.7,"yes",1,1
"173","year 2 semester 1",3,"2 hours","female",3.7,"yes",2,2
"173","year 2 semester 2",3.4,"2 hours","female",3.7,"yes",2,3
"173","year 3 semester 1",3.7,"2 hours","female",3.7,"yes",3,4
"173","year 3 semester 2",3.6,"2 hours","female",3.7,"yes",3,5
"174","year 1 semester 1",2.8,"2 hours","female",3.2,NA,1,0
"174","year 1 semester 2",2.7,"2 hours","female",3.2,NA,1,1
"174","year 2 semester 1",2.9,"3 hours","female",3.2,NA,2,2
"174","year 2 semester 2",3.2,"2 hours","female",3.2,NA,2,3
"174","year 3 semester 1",3,"1 hour","female",3.2,NA,3,4
"174","year 3 semester 2",3.4,"2 hours","female",3.2,NA,3,5
"175","year 1 semester 1",2.3,"2 hours","male",3.7,NA,1,0
"175","year 1 semester 2",2.9,"2 hours","male",3.7,NA,1,1
"175","year 2 semester 1",3.1,"2 hours","male",3.7,NA,2,2
"175","year 2 semester 2",2.8,"2 hours","male",3.7,NA,2,3
"175","year 3 semester 1",3.4,"1 hour","male",3.7,NA,3,4
"175","year 3 semester 2",3.3,"1 hour","male",3.7,NA,3,5
"176","year 1 semester 1",2.9,"2 hours","male",3.7,"no",1,0
"176","year 1 semester 2",2.7,"2 hours","male",3.7,"no",1,1
"176","year 2 semester 1",2.8,"2 hours","male",3.7,"no",2,2
"176","year 2 semester 2",2.7,"2 hours","male",3.7,"no",2,3
"176","year 3 semester 1",2.6,"2 hours","male",3.7,"no",3,4
"176","year 3 semester 2",2.9,"3 hours","male",3.7,"no",3,5
"177","year 1 semester 1",2.9,"2 hours","male",3.9,NA,1,0
"177","year 1 semester 2",3,"2 hours","male",3.9,NA,1,1
"177","year 2 semester 1",3.1,"1 hour","male",3.9,NA,2,2
"177","year 2 semester 2",2.8,"2 hours","male",3.9,NA,2,3
"177","year 3 semester 1",3.3,"2 hours","male",3.9,NA,3,4
"177","year 3 semester 2",3.4,"1 hour","male",3.9,NA,3,5
"178","year 1 semester 1",2.8,"2 hours","male",3.5,"yes",1,0
"178","year 1 semester 2",2.9,"2 hours","male",3.5,"yes",1,1
"178","year 2 semester 1",2.8,"2 hours","male",3.5,"yes",2,2
"178","year 2 semester 2",3,"2 hours","male",3.5,"yes",2,3
"178","year 3 semester 1",2.9,"2 hours","male",3.5,"yes",3,4
"178","year 3 semester 2",2.9,"2 hours","male",3.5,"yes",3,5
"179","year 1 semester 1",2.7,"3 hours","female",2.8,"yes",1,0
"179","year 1 semester 2",3.4,"2 hours","female",2.8,"yes",1,1
"179","year 2 semester 1",2.5,"2 hours","female",2.8,"yes",2,2
"179","year 2 semester 2",2.8,"2 hours","female",2.8,"yes",2,3
"179","year 3 semester 1",2.9,"3 hours","female",2.8,"yes",3,4
"179","year 3 semester 2",3.2,"2 hours","female",2.8,"yes",3,5
"180","year 1 semester 1",2.9,"2 hours","male",2.3,"no",1,0
"180","year 1 semester 2",2.5,"2 hours","male",2.3,"no",1,1
"180","year 2 semester 1",2.5,"3 hours","male",2.3,"no",2,2
"180","year 2 semester 2",2.5,"2 hours","male",2.3,"no",2,3
"180","year 3 semester 1",2.6,"3 hours","male",2.3,"no",3,4
"180","year 3 semester 2",2.6,"2 hours","male",2.3,"no",3,5
"181","year 1 semester 1",2.3,"2 hours","male",3.2,"yes",1,0
"181","year 1 semester 2",2.4,"2 hours","male",3.2,"yes",1,1
"181","year 2 semester 1",2.2,"2 hours","male",3.2,"yes",2,2
"181","year 2 semester 2",2.6,"3 hours","male",3.2,"yes",2,3
"181","year 3 semester 1",2.6,"3 hours","male",3.2,"yes",3,4
"181","year 3 semester 2",2.7,"2 hours","male",3.2,"yes",3,5
"182","year 1 semester 1",2.7,"2 hours","female",3.7,"yes",1,0
"182","year 1 semester 2",3.2,"2 hours","female",3.7,"yes",1,1
"182","year 2 semester 1",3.1,"2 hours","female",3.7,"yes",2,2
"182","year 2 semester 2",3.1,"1 hour","female",3.7,"yes",2,3
"182","year 3 semester 1",3.3,"2 hours","female",3.7,"yes",3,4
"182","year 3 semester 2",3.3,"2 hours","female",3.7,"yes",3,5
"183","year 1 semester 1",2.7,"2 hours","male",3,"no",1,0
"183","year 1 semester 2",2.5,"3 hours","male",3,"no",1,1
"183","year 2 semester 1",2.7,"2 hours","male",3,"no",2,2
"183","year 2 semester 2",2.3,"2 hours","male",3,"no",2,3
"183","year 3 semester 1",2.6,"2 hours","male",3,"no",3,4
"183","year 3 semester 2",2.6,"2 hours","male",3,"no",3,5
"184","year 1 semester 1",2.3,"3 hours","female",4,NA,1,0
"184","year 1 semester 2",2.8,"2 hours","female",4,NA,1,1
"184","year 2 semester 1",2.8,"2 hours","female",4,NA,2,2
"184","year 2 semester 2",3,"2 hours","female",4,NA,2,3
"184","year 3 semester 1",3.1,"1 hour","female",4,NA,3,4
"184","year 3 semester 2",3.3,"2 hours","female",4,NA,3,5
"185","year 1 semester 1",2.6,"3 hours","female",3.7,"yes",1,0
"185","year 1 semester 2",3.1,"2 hours","female",3.7,"yes",1,1
"185","year 2 semester 1",3,"2 hours","female",3.7,"yes",2,2
"185","year 2 semester 2",3,"2 hours","female",3.7,"yes",2,3
"185","year 3 semester 1",3.2,"2 hours","female",3.7,"yes",3,4
"185","year 3 semester 2",2.9,"3 hours","female",3.7,"yes",3,5
"186","year 1 semester 1",2.2,"2 hours","female",3.4,"yes",1,0
"186","year 1 semester 2",2.4,"3 hours","female",3.4,"yes",1,1
"186","year 2 semester 1",3,"2 hours","female",3.4,"yes",2,2
"186","year 2 semester 2",2.9,"2 hours","female",3.4,"yes",2,3
"186","year 3 semester 1",3.2,"2 hours","female",3.4,"yes",3,4
"186","year 3 semester 2",3.1,"2 hours","female",3.4,"yes",3,5
"187","year 1 semester 1",2.4,"2 hours","female",2.2,"yes",1,0
"187","year 1 semester 2",2.2,"2 hours","female",2.2,"yes",1,1
"187","year 2 semester 1",2.1,"2 hours","female",2.2,"yes",2,2
"187","year 2 semester 2",2.4,"2 hours","female",2.2,"yes",2,3
"187","year 3 semester 1",2.8,"3 hours","female",2.2,"yes",3,4
"187","year 3 semester 2",2.8,"3 hours","female",2.2,"yes",3,5
"188","year 1 semester 1",2.3,"2 hours","female",2.1,"yes",1,0
"188","year 1 semester 2",2.7,"2 hours","female",2.1,"yes",1,1
"188","year 2 semester 1",3.3,"2 hours","female",2.1,"yes",2,2
"188","year 2 semester 2",3.2,"2 hours","female",2.1,"yes",2,3
"188","year 3 semester 1",3.1,"2 hours","female",2.1,"yes",3,4
"188","year 3 semester 2",3.6,"2 hours","female",2.1,"yes",3,5
"189","year 1 semester 1",3.3,"2 hours","male",2.6,NA,1,0
"189","year 1 semester 2",3.3,"2 hours","male",2.6,NA,1,1
"189","year 2 semester 1",2.8,"3 hours","male",2.6,NA,2,2
"189","year 2 semester 2",3,"2 hours","male",2.6,NA,2,3
"189","year 3 semester 1",3.1,"2 hours","male",2.6,NA,3,4
"189","year 3 semester 2",3.1,"2 hours","male",2.6,NA,3,5
"190","year 1 semester 1",1.7,"3 hours","male",3.9,"no",1,0
"190","year 1 semester 2",2.3,"2 hours","male",3.9,"no",1,1
"190","year 2 semester 1",2.7,"2 hours","male",3.9,"no",2,2
"190","year 2 semester 2",2.5,"2 hours","male",3.9,"no",2,3
"190","year 3 semester 1",2.6,"2 hours","male",3.9,"no",3,4
"190","year 3 semester 2",2.8,"3 hours","male",3.9,"no",3,5
"191","year 1 semester 1",2.4,"2 hours","female",2,"yes",1,0
"191","year 1 semester 2",2.8,"2 hours","female",2,"yes",1,1
"191","year 2 semester 1",2.8,"2 hours","female",2,"yes",2,2
"191","year 2 semester 2",3,"2 hours","female",2,"yes",2,3
"191","year 3 semester 1",3.1,"2 hours","female",2,"yes",3,4
"191","year 3 semester 2",2.9,"3 hours","female",2,"yes",3,5
"192","year 1 semester 1",2.9,"2 hours","female",2.9,"yes",1,0
"192","year 1 semester 2",3,"2 hours","female",2.9,"yes",1,1
"192","year 2 semester 1",2.4,"2 hours","female",2.9,"yes",2,2
"192","year 2 semester 2",2.9,"2 hours","female",2.9,"yes",2,3
"192","year 3 semester 1",2.8,"2 hours","female",2.9,"yes",3,4
"192","year 3 semester 2",2.9,"2 hours","female",2.9,"yes",3,5
"193","year 1 semester 1",3.1,"2 hours","male",3,NA,1,0
"193","year 1 semester 2",2.8,"3 hours","male",3,NA,1,1
"193","year 2 semester 1",2.7,"2 hours","male",3,NA,2,2
"193","year 2 semester 2",2.7,"3 hours","male",3,NA,2,3
"193","year 3 semester 1",2.9,"2 hours","male",3,NA,3,4
"193","year 3 semester 2",3.3,"2 hours","male",3,NA,3,5
"194","year 1 semester 1",2.4,"2 hours","male",2.2,"no",1,0
"194","year 1 semester 2",2.4,"3 hours","male",2.2,"no",1,1
"194","year 2 semester 1",2.6,"3 hours","male",2.2,"no",2,2
"194","year 2 semester 2",3.1,"2 hours","male",2.2,"no",2,3
"194","year 3 semester 1",3.4,"2 hours","male",2.2,"no",3,4
"194","year 3 semester 2",3.3,"2 hours","male",2.2,"no",3,5
"195","year 1 semester 1",2.4,"2 hours","male",2.5,"no",1,0
"195","year 1 semester 2",2.7,"2 hours","male",2.5,"no",1,1
"195","year 2 semester 1",2.2,"3 hours","male",2.5,"no",2,2
"195","year 2 semester 2",2.2,"2 hours","male",2.5,"no",2,3
"195","year 3 semester 1",2.4,"2 hours","male",2.5,"no",3,4
"195","year 3 semester 2",2.5,"2 hours","male",2.5,"no",3,5
"196","year 1 semester 1",2.2,"2 hours","female",3.5,NA,1,0
"196","year 1 semester 2",2.5,"2 hours","female",3.5,NA,1,1
"196","year 2 semester 1",2.7,"2 hours","female",3.5,NA,2,2
"196","year 2 semester 2",3.1,"2 hours","female",3.5,NA,2,3
"196","year 3 semester 1",3.3,"2 hours","female",3.5,NA,3,4
"196","year 3 semester 2",3.2,"2 hours","female",3.5,NA,3,5
"197","year 1 semester 1",2.9,"2 hours","female",2.1,NA,1,0
"197","year 1 semester 2",2.5,"2 hours","female",2.1,NA,1,1
"197","year 2 semester 1",2.8,"3 hours","female",2.1,NA,2,2
"197","year 2 semester 2",3.2,"2 hours","female",2.1,NA,2,3
"197","year 3 semester 1",3.3,"2 hours","female",2.1,NA,3,4
"197","year 3 semester 2",3.8,"2 hours","female",2.1,NA,3,5
"198","year 1 semester 1",2.5,"2 hours","male",4,NA,1,0
"198","year 1 semester 2",2.9,"2 hours","male",4,NA,1,1
"198","year 2 semester 1",3,"2 hours","male",4,NA,2,2
"198","year 2 semester 2",3.2,"2 hours","male",4,NA,2,3
"198","year 3 semester 1",3.3,"1 hour","male",4,NA,3,4
"198","year 3 semester 2",3.4,"2 hours","male",4,NA,3,5
"199","year 1 semester 1",2.6,"2 hours","female",2.3,"yes",1,0
"199","year 1 semester 2",2.3,"2 hours","female",2.3,"yes",1,1
"199","year 2 semester 1",2.7,"3 hours","female",2.3,"yes",2,2
"199","year 2 semester 2",2.7,"2 hours","female",2.3,"yes",2,3
"199","year 3 semester 1",2.8,"2 hours","female",2.3,"yes",3,4
"199","year 3 semester 2",2.8,"3 hours","female",2.3,"yes",3,5
"200","year 1 semester 1",2.8,"2 hours","male",3.4,NA,1,0
"200","year 1 semester 2",3.2,"2 hours","male",3.4,NA,1,1
"200","year 2 semester 1",3.4,"2 hours","male",3.4,NA,2,2
"200","year 2 semester 2",3.5,"2 hours","male",3.4,NA,2,3
"200","year 3 semester 1",3.3,"1 hour","male",3.4,NA,3,4
"200","year 3 semester 2",3.4,"1 hour","male",3.4,NA,3,5
